"idRecibo","Recibo","PrimaNeta","PrimaTotal","FechaRecibo","Situacion","Obs","Polizas_id"
"48","0","624.3","750","2024-07-17","Pagado",NULL,"-695136545"
"49","0","885.56","1299","2024-12-19","Pagado",NULL,"-642155639"
"50","0","282","304","2025-02-05","Pagado",NULL,"-287316597"
"51","0","282","304","2024-11-05","Pagado",NULL,"-287316597"
"52","0","282","304","2024-08-05","Pagado",NULL,"-287316597"
"53","0","282","304","2024-05-05","Pagado",NULL,"-287316597"
"54","0","235.05","304","2024-02-05","Pagado",NULL,"-287316597"
"55","0","661.24","551","2024-10-19","Pagado",NULL,"-198885592"
"56","0","436.79","500","2024-03-01","Pagado","Impago del recibo","-179705359"
"57","0","2488.19","3096","2024-02-09","Pagado",NULL,"-117324666"
"58","0","2488.19","3096","2025-02-09","Pagado",NULL,"-117324666"
"59","0","428.65","1177","2024-06-17","Pagado",NULL,"15465436"
"60","0","428.65","1177","2024-09-17","Pagado",NULL,"15465436"
"61","0","418","1177","2024-03-17","Pagado",NULL,"15465436"
"62","0","428.65","1177","2024-12-17","Pagado",NULL,"15465436"
"63","0","294.81","350","2025-01-05","Pagado",NULL,"101528938"
"64","0","294.81","350","2024-10-05","Pagado",NULL,"101528938"
"65","0","294.81","350","2024-07-05","Pagado",NULL,"101528938"
"66","0","294.81","350","2024-04-05","Pagado",NULL,"101528938"
"67","0","294.81","350","2024-01-05","Pagado",NULL,"101528938"
"68","0","865.79","1255","2025-01-25","Pagado",NULL,"418235158"
"69","0","865.79","1255","2024-07-25","Pagado",NULL,"418235158"
"70","0","865.79","1255","2024-01-25","Pagado",NULL,"418235158"
"71","0","288.61","303.61","2025-02-13","Pagado",NULL,"704523984"
"72","0","288.61","303.61","2024-02-13","Pagado",NULL,"704523984"
"73","0","3170.62","3549.89","2024-07-02","Pagado",NULL,"723787336"
"74","0","348.19","361","2024-06-30","Pagado",NULL,"933115257"
"75","0","253.51","449.55","2025-03-01","Pagado",NULL,"1127716280"
"76","0","253.51","449.55","2024-09-01","Pagado",NULL,"1127716280"
"77","0","253.51","449.55","2024-12-01","Pagado",NULL,"1127716280"
